text,target
	秋招之前觉得自己自带主角光环，秋招之后发现...举步维艰?,求助贴
"黑龙江农行市分科技岗	<a href=""/subject/index/3faf50006381466daa3d5d7c9ba1fcb8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#农行研发中心2023秋招信息汇总#</a><a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a><a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a><a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a><a href=""/subject/index/c5d629e97f264f47ab441bb15086c4d4"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#银行科技岗#</a>...求问有没有知道市分科技岗会不会轮岗啊[牛泪][牛泪][牛泪]",招聘信息
"24寒假实习	大佬们，请问现在招寒假实习还来得及吗？但也只能实习到二月初。。在实验室里有过java后端的开发经验，想找java的实习 <a href=""/subject/index/6c7f0166d7b04ebb9967aa485e4d74fe"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#24届实习#</a> <a href=""/subject/index/dcd44229756b43e2a480bdc698bbb0cb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#0offer是寒冬太冷还是我太菜#</a> <a href=""/subject/index/6aaf7525961b471ca1ee6f15eaad60a4"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的求职思考#</a>",求助贴
"明天第一次面试，很慌	赶上了秋招末班车明天面试，孩子从小到大第一次面试 自我感觉准备的比较充分，主要是担心面试的时候太紧张全给忘了 <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a>",求助贴
"数字广东offer	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/c9ac480935464f57ae5c9e0f4ff3973c"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招的第一个offer，大家都拿到了吗#</a> ...求问有没有收到数字广东offer的同学呀，oc之后大概多久offer能审批下来~",求助贴
"#你觉得机械有必要实习吗#	<a href=""/subject/index/1e9caa95c5b842bc9742af60fc803d49"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得机械有必要实习吗#</a> 提起这个实习，大部分人都会想到互联网实习转正，殊不知我们机械才更需要实习，因为我们搞得是实业啊。一般导师都有项目，不用刻意去面试找实习，浪费时间，去把导师项目做好，技能打扎实，又能毕业又能学东西，何乐而不为呢？当然导师若是放羊类的，那就只能自己找了。",求助贴
"补录进行时 千万不要放弃 一定还有机会	<a href=""/subject/index/4b19186b6a8147a4975833093db795fb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春节前，运营人还有机会拿offer吗#</a> 距离过年还有1个月 现在还有很多泛体制内的企业还在缓慢推进流程 今年都比前两年进程慢 所以我觉得还是有机会的 千万别放弃 坚持就是胜利~",求助贴
"如果能学到东西我觉得值得	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a> 毕竟有了第一份实习才好找第二份实习，可以把这个机会作为一个跳板，感觉现在绝大多数实习都可能是‘赔钱式实习’，钱以后可以赚，但是机会一定是慢慢积累的，如果是我的话我会去，但是如果工作内容没什么提升的话尽早换下家~",求助贴
"	有机会的吧，最近看好多公司还在秋招补录，前几天还刚收到一个字节的岗位邀请。<a href=""/subject/index/4b19186b6a8147a4975833093db795fb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春节前，运营人还有机会拿offer吗#</a>",求助贴
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>这个问题的本质就是投入产出比。值不值得租房还是要看小厂的实习工作有没有价值，能不能帮助自己快速提高，如果实习offer含金量很高，那完全值得。如果很水，租房去实习是浪费时间浪费精力。",求助贴
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>  个人认为去实习就不要想着赚钱，把实习当作提升自己的过程，毕竟实习经历的积累，都会在日后的秋招中发挥作用。而且有的小厂的实习经历更好获得大厂的offer哇",求助贴
"	我觉得是值得的，实习不能以能不能赚钱来权衡，本身实习是为了试错、积累经验和学习成长，而且到大城市实习也能更真切地感受到大城市工作的节奏，对于自己未来的发展规划也是有帮助的。<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>",求助贴
"值得	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>  对于实习来说，首先要看的是他所能给你带来的价值。而且不是这份实习的价值。比如你根本找不到其他实习，或者恰好这个公司的领域是你感兴趣，是你所看好的，那他就能给你带来价值，那就是值得的。",经验贴
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a> 我觉得我个人来说不会为了小厂的实习offer去北上广深租房实习，因为我觉得实习平台更大会更能锻炼人，此外，还是觉得实习可以就近找机会，没有必要在学生阶段大费周章去租房实习",求助贴
"值得	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>  其实对于非技术人来说，大多数的公司的实习薪资都是赚不到钱的。能保证基本开销都已经很满意了...主要还是看这份实习的含金量了，如果他能给你带来提升，你恰好又有时间，那就是值得的。",求助贴
"有的，各个厂都在补录了	<a href=""/subject/index/4b19186b6a8147a4975833093db795fb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春节前，运营人还有机会拿offer吗#</a>  我在12月份收到了美团和小米以及几家小体量的公司的面试邀请，周围的朋友也都收到了面试并且也有把握住机会上岸了的，车到山前必有路，大家不要太焦虑，说不定哪天幸运女神就找到了咱们",求助贴
"不想做笔试但是不得已继续坚持	<a href=""/subject/index/6f6d8a3286cc4b62baa4e912ab72e17a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#运营人秋招最难忘的瞬间#</a> 秋招后期真的超级不想写笔试了 感觉每次都是无疾而终 笔试挂 简历挂 而且每次笔试都要好久 最后还是忍着厌恶踩ddl写完了",招聘信息
"值得！！	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a> 谁不是从小厂小公司里面慢慢一步步走出来的呢！只要这份实习能学到东西，能在简历上增添光彩，我觉得很划算",求助贴
"	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/e523b5b0165a4104a2f97c1c0b21b38a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招求职进度交流#</a> 大家都开得怎么样了，双非硬接了[牛泪][牛泪][牛泪]",经验贴
"因为第一份实习是运营	<a href=""/subject/index/354b6119fffe4ea4b1f91234826b9218"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你为什么会选择求职运营岗#</a> 找实习的话第一份只找到了运营 后来发现有运营的经验好像也只好找运营实习了 不太好找别的 所以就一直做运营了",求助贴
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>值得呀！我曾经就是为了一个小厂offer到北京自己租房实习啦，但是因为在里面做的工作比较核心，接触学习到的东西很多，对我后面的职业发展都起了很大的帮助。",招聘信息
"简历 求大佬修改	引流 华为 小米 中兴 <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/e523b5b0165a4104a2f97c1c0b21b38a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招求职进度交流#</a> <a href=""/subject/index/dcd44229756b43e2a480bdc698bbb0cb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#0offer是寒冬太冷还是我太菜#</a> <a href=""/subject/index/7815f1f9e7964f90b835ef2366b49e49"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#简历中的项目经历要怎么写#</a>",求助贴
"后悔！实习太重要了	<a href=""/subject/index/1e9caa95c5b842bc9742af60fc803d49"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得机械有必要实习吗#</a>  如果不是说大三的暑假一心扑在考研备考上，千万去实习！ 没有实习经历很有可能像我一样，简历没得写。对于大多数中流学生来说，可能没有什么班委校学生会的经历，也没有什么竞赛奖项，如果再没有实习经历那真的简历空空了，如果想给自己留条找工作的路，那实习无论从丰富简历，还是争取转正，还是提前了解实际工作内容，都很有意义。 特别特别特别是考公考编学生，我希望你一定要去实习，然后...",求助贴
"	补录 多看公众号 小红书 牛客 补录相对来说要求低很多 进度也快很多 可以先拿个保底准备春招...<a href=""/subject/index/8a8e22a057ca49abb033573d97c2cadb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春节前，市场营销人还有机会拿offer吗#</a>  绝对有机会 只不过拿不到特别好的那种了 很多企业现在还在",求助贴
"	社招除非大牛要不基本没可能 简历在求职的过程中还是很重要的...<a href=""/subject/index/9c729d7142594e7494df484905ecd3c3"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#薪资一样，你会选择去大厂还是小公司#</a>  必然是大厂 大厂出来的 即使是被优化的 跳到中厂小厂相对来说容易一点 小厂出来的走",求助贴
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>  看获得的offer的质量吧  如果实习是去做核心工作 能快速获得成长 建议还是去 跟钱相比 一段有含金量的实习更加重要 如果是去打螺丝 做dirty work还是算了 这种就是白给 可以多方搜集信息再做决定",求助贴
"八大实习	实习经历 有证书 真的不想跑异地实习，真的很害怕呜呜呜。在各地都这么容易的情况下。 求求校园大使和hr看看我呜呜[牛泪] <a href=""/subject/index/911c57e167c24c3a9d98643fe97c79c8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的实习日记#</a> <a href=""/subject/index/2248d87543624e678ed8a769efeff6a3"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#八大会计师事务所#</a> <a href=""/subject/index/2f657930618645818a62936cf9a5955f"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#八大#</a> <a href=""/subject/index/99a50f72fdc64ec8ae75d407f9716ff1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#审计助理实习生#</a> ...呜呜呜我最后的倔强 有广州深圳的八大还缺人吗 大三财务管理 可随时到岗 有事务所相关",求助贴
"总结2022年秋招华为状态码变化情况！	<a href=""/subject/index/d09b966a380b45ddaba9dc5a6bd5ee19"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#校招#</a> <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a> <a href=""/subject/index/e523b5b0165a4104a2f97c1c0b21b38a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招求职进度交流#</a> <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> 需要的自行参考！[赞][赞]",经验贴
